order_id,user_id,order_date,order_status,total_amount,order_Month,order_Day,cohort,order_period,cohort_index,customer_segment,buyer_type
O00012774,U003347,2024-10-17 17:44:03.953738,completed,458.68,October,Thursday,2024-10,2024-10,0,B2C (Regular),Gast_Bestellung
O00012775,U008347,2025-03-13 01:48:43.531173,processing,312.58,March,Thursday,2024-01,2025-03,14,B2C (Regular),Gast_Bestellung
O00012778,U007259,2024-07-17 14:34:18.481058,completed,1982.17,July,Wednesday,2024-07,2024-07,0,B2B (High Value),Gast_Bestellung
O00012779,U008552,2025-10-01 01:37:01.533521,processing,46.77,October,Wednesday,2024-07,2025-10,15,B2C (Regular),Überlegender Käufer
O00012781,U006426,2024-10-25 07:21:55.860389,completed,43.13,October,Friday,2024-10,2024-10,0,B2C (Regular),Überlegender Käufer
O00012782,U009648,2024-12-30 03:27:41.064546,shipped,439.66,December,Monday,2024-12,2024-12,0,B2C (Regular),Gast_Bestellung
O00012783,U000111,2025-07-21 19:50:28.495263,processing,226.46,July,Monday,2024-06,2025-07,13,B2C (Regular),Überlegender Käufer
O00012784,U007864,2024-01-08 07:58:39.323794,shipped,224.01,January,Monday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00012786,U004483,2024-11-01 23:45:30.936758,completed,513.6,November,Friday,2024-11,2024-11,0,B2C (Regular),Überlegender Käufer
O00012789,U001778,2025-02-16 01:43:47.053260,processing,126.29,February,Sunday,2024-05,2025-02,9,B2C (Regular),Überlegender Käufer
O00012790,U000549,2024-03-26 03:34:55.411902,completed,490.18,March,Tuesday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012791,U002808,2025-02-02 15:43:59.153873,completed,813.18,February,Sunday,2024-11,2025-02,3,B2C (Regular),Gast_Bestellung
O00012796,U007310,2024-07-14 21:35:48.812457,processing,182.81,July,Sunday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00012798,U007116,2024-07-18 01:41:46.664247,shipped,369.9,July,Thursday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00012800,U008288,2024-09-16 15:21:20.887654,completed,229.2,September,Monday,2024-09,2024-09,0,B2C (Regular),Gast_Bestellung
O00012805,U005618,2025-06-28 15:51:01.860294,shipped,41.44,June,Saturday,2024-11,2025-06,7,B2C (Regular),Überlegender Käufer
O00012807,U002018,2025-01-19 11:49:37.270255,processing,758.55,January,Sunday,2024-03,2025-01,10,B2C (Regular),Gast_Bestellung
O00012809,U004156,2024-01-04 02:22:12.336616,processing,257.32,January,Thursday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00012810,U002494,2024-11-06 13:47:35.116464,shipped,287.26,November,Wednesday,2024-11,2024-11,0,B2C (Regular),Gast_Bestellung
O00012812,U005730,2025-05-16 14:41:56.082410,shipped,580.29,May,Friday,2025-05,2025-05,0,B2C (Regular),Überlegender Käufer
O00012814,U004419,2024-11-27 10:04:52.875822,shipped,254.08,November,Wednesday,2024-02,2024-11,9,B2C (Regular),Überlegender Käufer
O00012815,U006464,2025-05-28 18:47:51.696937,processing,801.0,May,Wednesday,2024-02,2025-05,15,B2C (Regular),Gast_Bestellung
O00012818,U002729,2024-09-10 00:08:10.908856,processing,63.38,September,Tuesday,2024-09,2024-09,0,B2C (Regular),Überlegender Käufer
O00012820,U005306,2024-02-06 06:32:02.500848,processing,980.3,February,Tuesday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00012821,U001786,2025-08-01 14:07:22.218787,processing,2564.4,August,Friday,2025-08,2025-08,0,B2B (High Value),Überlegender Käufer
O00012824,U006555,2024-07-27 09:13:48.225136,completed,366.24,July,Saturday,2024-02,2024-07,5,B2C (Regular),Überlegender Käufer
O00012825,U001572,2025-06-07 21:38:24.152651,completed,84.86,June,Saturday,2024-02,2025-06,16,B2C (Regular),Überlegender Käufer
O00012826,U003247,2024-04-06 08:17:17.748947,processing,3397.59,April,Saturday,2024-04,2024-04,0,B2B (High Value),Überlegender Käufer
O00012828,U000749,2024-02-16 04:11:36.254748,completed,340.58,February,Friday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00012829,U002043,2025-03-07 16:36:34.234799,processing,126.49,March,Friday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00012830,U000633,2024-09-30 07:10:57.438179,processing,1568.51,September,Monday,2024-09,2024-09,0,B2C (Regular),Überlegender Käufer
O00012831,U002671,2024-05-03 17:23:16.415725,processing,140.31,May,Friday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00012833,U008743,2024-02-15 10:32:44.478976,shipped,526.84,February,Thursday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00012834,U001613,2025-11-14 17:00:48.401319,processing,952.72,November,Friday,2024-12,2025-11,11,B2C (Regular),Überlegender Käufer
O00012835,U005900,2025-09-25 02:43:03.868999,shipped,195.47,September,Thursday,2024-06,2025-09,15,B2C (Regular),Überlegender Käufer
O00012836,U004037,2025-11-14 07:37:46.526461,processing,476.36,November,Friday,2025-01,2025-11,10,B2C (Regular),Überlegender Käufer
O00012838,U006969,2024-12-06 01:11:43.607497,processing,1572.57,December,Friday,2024-12,2024-12,0,B2C (Regular),Überlegender Käufer
O00012839,U006184,2025-06-05 22:57:47.755437,completed,705.88,June,Thursday,2025-06,2025-06,0,B2C (Regular),Gast_Bestellung
O00012840,U007555,2024-07-28 11:44:46.496461,processing,541.41,July,Sunday,2024-06,2024-07,1,B2C (Regular),Gast_Bestellung
O00012842,U003967,2024-03-29 10:44:06.757667,shipped,612.71,March,Friday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012844,U000845,2024-08-31 12:28:41.508872,processing,188.49,August,Saturday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00012846,U005975,2025-03-21 08:59:08.313408,processing,373.91,March,Friday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00012847,U004131,2024-05-31 16:00:10.469109,shipped,878.2,May,Friday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00012848,U006482,2025-02-28 07:03:22.074647,processing,2.99,February,Friday,2024-10,2025-02,4,B2C (Regular),Überlegender Käufer
O00012850,U001839,2025-10-01 00:18:08.747929,completed,14.33,October,Wednesday,2025-10,2025-10,0,B2C (Regular),Überlegender Käufer
O00012851,U006235,2025-04-16 20:51:18.883687,completed,85.2,April,Wednesday,2024-06,2025-04,10,B2C (Regular),Überlegender Käufer
O00012852,U003153,2024-05-25 06:49:49.905370,processing,2084.53,May,Saturday,2024-05,2024-05,0,B2B (High Value),Überlegender Käufer
O00012853,U000921,2024-04-04 04:28:01.573464,processing,47.74,April,Thursday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00012854,U000508,2024-09-16 10:29:45.285672,processing,213.59,September,Monday,2024-09,2024-09,0,B2C (Regular),Überlegender Käufer
O00012855,U002159,2024-08-21 01:56:38.185321,shipped,145.19,August,Wednesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00012857,U008151,2024-07-29 20:22:11.535712,processing,20.14,July,Monday,2024-03,2024-07,4,B2C (Regular),Überlegender Käufer
O00012858,U008511,2024-03-20 07:16:39.898737,processing,81.88,March,Wednesday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012860,U001537,2025-06-15 18:55:02.603555,shipped,77.34,June,Sunday,2024-02,2025-06,16,B2C (Regular),Überlegender Käufer
O00012861,U005712,2025-08-30 14:09:10.275347,completed,660.72,August,Saturday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00012862,U008720,2024-12-07 00:44:17.563077,shipped,883.67,December,Saturday,2024-01,2024-12,11,B2C (Regular),Gast_Bestellung
O00012865,U007628,2024-08-15 13:40:56.377087,shipped,17.35,August,Thursday,2024-05,2024-08,3,B2C (Regular),Gast_Bestellung
O00012868,U001768,2025-11-05 02:21:05.582015,shipped,103.23,November,Wednesday,2024-06,2025-11,17,B2C (Regular),Überlegender Käufer
O00012869,U004253,2024-08-09 11:32:29.646011,shipped,980.2,August,Friday,2024-05,2024-08,3,B2C (Regular),Gast_Bestellung
O00012870,U006474,2025-05-06 08:49:04.070058,completed,100.33,May,Tuesday,2025-02,2025-05,3,B2C (Regular),Gast_Bestellung
O00012873,U007215,2024-01-27 00:31:58.493432,shipped,923.09,January,Saturday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00012874,U001533,2024-07-30 21:52:19.066811,completed,236.7,July,Tuesday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00012875,U005246,2025-04-14 13:55:45.968386,processing,406.79,April,Monday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00012876,U001150,2024-11-26 03:18:45.580783,processing,85.64,November,Tuesday,2024-11,2024-11,0,B2C (Regular),Gast_Bestellung
O00012877,U001285,2024-04-15 14:30:47.468714,shipped,289.24,April,Monday,2024-01,2024-04,3,B2C (Regular),Gast_Bestellung
O00012879,U003018,2025-05-04 15:43:05.751743,processing,345.64,May,Sunday,2025-03,2025-05,2,B2C (Regular),Gast_Bestellung
O00012880,U009240,2024-04-08 01:12:44.968241,shipped,227.28,April,Monday,2024-02,2024-04,2,B2C (Regular),Überlegender Käufer
O00012882,U005355,2025-09-23 00:36:44.314371,completed,698.24,September,Tuesday,2025-09,2025-09,0,B2C (Regular),Überlegender Käufer
O00012883,U002207,2025-08-29 04:11:54.568708,processing,62.88,August,Friday,2024-01,2025-08,19,B2C (Regular),Überlegender Käufer
O00012884,U009593,2025-01-03 12:26:08.006181,processing,52.89,January,Friday,2024-07,2025-01,6,B2C (Regular),Gast_Bestellung
O00012885,U008082,2024-04-25 03:43:49.734312,completed,256.58,April,Thursday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00012887,U003588,2025-04-12 18:16:44.719398,completed,105.48,April,Saturday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00012888,U002478,2024-04-26 15:30:24.433773,shipped,934.05,April,Friday,2024-04,2024-04,0,B2C (Regular),Überlegender Käufer
O00012891,U008471,2024-07-14 09:32:44.540021,completed,318.51,July,Sunday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00012893,U007468,2024-07-12 13:24:20.113045,shipped,166.77,July,Friday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00012894,U000642,2024-08-21 14:54:46.380101,processing,1457.94,August,Wednesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00012895,U000591,2024-03-07 20:39:53.970754,completed,970.29,March,Thursday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012896,U006548,2024-04-04 04:13:16.653430,shipped,575.07,April,Thursday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00012899,U006631,2025-03-06 23:48:15.526881,processing,348.75,March,Thursday,2025-03,2025-03,0,B2C (Regular),Gast_Bestellung
O00012900,U009360,2025-02-27 10:06:32.114627,completed,189.24,February,Thursday,2025-02,2025-02,0,B2C (Regular),Überlegender Käufer
O00012901,U008546,2024-09-08 21:54:17.242828,shipped,117.2,September,Sunday,2024-09,2024-09,0,B2C (Regular),Gast_Bestellung
O00012903,U005702,2025-09-05 23:40:21.553452,processing,2858.0,September,Friday,2025-01,2025-09,8,B2B (High Value),Überlegender Käufer
O00012905,U002979,2024-03-05 22:14:26.688542,shipped,1887.1,March,Tuesday,2024-03,2024-03,0,B2B (High Value),Gast_Bestellung
O00012906,U008771,2024-09-14 21:50:19.472497,shipped,828.88,September,Saturday,2024-09,2024-09,0,B2C (Regular),Überlegender Käufer
O00012908,U007532,2024-03-27 18:22:24.974052,processing,10.35,March,Wednesday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012910,U005211,2025-08-05 17:36:34.444599,completed,43.4,August,Tuesday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00012915,U004877,2025-09-05 19:22:41.698436,completed,1986.27,September,Friday,2025-09,2025-09,0,B2B (High Value),Überlegender Käufer
O00012916,U002188,2025-03-27 03:56:10.980494,shipped,335.61,March,Thursday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00012918,U009552,2025-10-14 07:36:26.224309,completed,31.05,October,Tuesday,2024-03,2025-10,19,B2C (Regular),Überlegender Käufer
O00012919,U000929,2024-12-31 14:55:58.390540,processing,108.97,December,Tuesday,2024-12,2024-12,0,B2C (Regular),Gast_Bestellung
O00012920,U002045,2025-09-07 15:48:03.861997,shipped,402.94,September,Sunday,2025-09,2025-09,0,B2C (Regular),Gast_Bestellung
O00012921,U007766,2025-07-21 23:20:00.728120,completed,243.43,July,Monday,2025-07,2025-07,0,B2C (Regular),Überlegender Käufer
O00012922,U007717,2025-04-25 09:10:14.616285,processing,310.4,April,Friday,2024-05,2025-04,11,B2C (Regular),Überlegender Käufer
O00012923,U005808,2025-07-27 22:57:15.349360,processing,63.48,July,Sunday,2024-07,2025-07,12,B2C (Regular),Überlegender Käufer
O00012924,U004053,2025-02-11 23:38:58.387222,completed,1421.14,February,Tuesday,2024-02,2025-02,12,B2C (Regular),Überlegender Käufer
O00012925,U007286,2025-09-29 02:43:16.533499,completed,83.02,September,Monday,2024-10,2025-09,11,B2C (Regular),Überlegender Käufer
O00012926,U007166,2024-04-18 00:12:16.623950,completed,372.7,April,Thursday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00012928,U007500,2024-01-22 05:01:54.486766,completed,36.2,January,Monday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00012930,U001411,2025-06-24 12:49:07.169770,shipped,852.12,June,Tuesday,2025-06,2025-06,0,B2C (Regular),Überlegender Käufer
O00012931,U003206,2024-11-19 01:10:38.173516,shipped,3753.9,November,Tuesday,2024-11,2024-11,0,B2B (High Value),Überlegender Käufer
O00012933,U007034,2025-03-16 21:47:11.741485,processing,181.71,March,Sunday,2024-12,2025-03,3,B2C (Regular),Überlegender Käufer
O00012934,U003755,2025-08-30 10:57:41.700622,completed,1859.46,August,Saturday,2025-04,2025-08,4,B2B (High Value),Überlegender Käufer
O00012935,U009873,2024-07-06 16:52:48.812457,shipped,119.52,July,Saturday,2024-07,2024-07,0,B2C (Regular),Überlegender Käufer
O00012936,U008412,2025-09-30 15:51:03.358701,processing,33.11,September,Tuesday,2024-03,2025-09,18,B2C (Regular),Überlegender Käufer
O00012939,U001208,2024-04-22 23:06:43.548711,shipped,1477.45,April,Monday,2024-04,2024-04,0,B2C (Regular),Überlegender Käufer
O00012940,U000701,2024-10-18 14:36:32.150568,completed,56.87,October,Friday,2024-10,2024-10,0,B2C (Regular),Gast_Bestellung
O00012941,U006011,2025-10-12 06:29:30.237250,shipped,160.18,October,Sunday,2025-08,2025-10,2,B2C (Regular),Gast_Bestellung
O00012942,U003950,2025-08-30 23:29:10.924705,shipped,1466.77,August,Saturday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00012943,U006755,2024-08-06 00:07:07.837226,shipped,18.5,August,Tuesday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00012945,U007518,2024-04-29 23:52:31.622757,shipped,10.62,April,Monday,2024-01,2024-04,3,B2C (Regular),Gast_Bestellung
O00012946,U007268,2025-05-28 10:26:58.896815,completed,1874.69,May,Wednesday,2024-05,2025-05,12,B2B (High Value),Überlegender Käufer
O00012947,U004858,2024-03-12 07:30:56.095771,completed,176.71,March,Tuesday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012948,U007717,2025-07-02 07:29:57.849681,shipped,260.87,July,Wednesday,2024-05,2025-07,14,B2C (Regular),Überlegender Käufer
O00012949,U005023,2024-05-05 21:52:24.222193,processing,1777.98,May,Sunday,2024-05,2024-05,0,B2B (High Value),Gast_Bestellung
O00012953,U004243,2025-04-21 00:18:27.699908,shipped,1161.9,April,Monday,2024-05,2025-04,11,B2C (Regular),Überlegender Käufer
O00012955,U003082,2025-05-22 07:04:07.283527,shipped,392.65,May,Thursday,2024-04,2025-05,13,B2C (Regular),Überlegender Käufer
O00012958,U000597,2025-06-19 21:55:13.548604,completed,56.65,June,Thursday,2025-01,2025-06,5,B2C (Regular),Überlegender Käufer
O00012959,U002822,2024-03-24 11:09:15.142176,processing,134.03,March,Sunday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012961,U003347,2025-04-25 04:50:33.328016,completed,2256.52,April,Friday,2024-10,2025-04,6,B2B (High Value),Gast_Bestellung
O00012963,U002606,2024-06-03 10:59:15.457988,completed,854.84,June,Monday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00012964,U009233,2024-07-29 17:37:27.970577,completed,2294.51,July,Monday,2024-07,2024-07,0,B2B (High Value),Überlegender Käufer
O00012965,U001288,2024-11-07 23:30:13.251263,completed,250.04,November,Thursday,2024-11,2024-11,0,B2C (Regular),Überlegender Käufer
O00012966,U007031,2025-10-11 14:36:34.895981,shipped,1187.92,October,Saturday,2025-10,2025-10,0,B2C (Regular),Überlegender Käufer
O00012967,U008517,2024-08-12 23:01:43.839265,completed,461.08,August,Monday,2024-08,2024-08,0,B2C (Regular),Überlegender Käufer
O00012968,U002645,2025-05-14 06:47:07.025290,processing,807.17,May,Wednesday,2025-05,2025-05,0,B2C (Regular),Gast_Bestellung
O00012971,U004917,2025-10-06 17:04:05.901676,completed,188.98,October,Monday,2024-01,2025-10,21,B2C (Regular),Überlegender Käufer
O00012974,U001343,2025-01-30 12:09:03.070414,processing,245.34,January,Thursday,2024-01,2025-01,12,B2C (Regular),Gast_Bestellung
O00012975,U002152,2025-06-18 12:02:16.206820,completed,52.66,June,Wednesday,2024-03,2025-06,15,B2C (Regular),Überlegender Käufer
O00012976,U004842,2025-09-21 16:41:27.181620,completed,94.4,September,Sunday,2025-01,2025-09,8,B2C (Regular),Gast_Bestellung
O00012977,U007784,2025-04-30 13:50:15.054257,shipped,194.5,April,Wednesday,2025-03,2025-04,1,B2C (Regular),Überlegender Käufer
O00012979,U003481,2024-09-09 17:10:22.264904,completed,374.84,September,Monday,2024-01,2024-09,8,B2C (Regular),Gast_Bestellung
O00012980,U000564,2024-09-22 21:02:16.789051,shipped,5717.67,September,Sunday,2024-09,2024-09,0,B2B (High Value),Überlegender Käufer
O00012981,U001625,2024-05-02 05:53:51.822802,shipped,658.61,May,Thursday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00012984,U006457,2024-02-14 22:01:26.253872,completed,329.78,February,Wednesday,2024-02,2024-02,0,B2C (Regular),Überlegender Käufer
O00012985,U006012,2024-01-10 12:43:06.840350,processing,393.93,January,Wednesday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00012986,U003768,2024-03-11 14:41:52.192039,shipped,1352.36,March,Monday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00012987,U006648,2025-01-12 08:28:34.725920,completed,539.17,January,Sunday,2025-01,2025-01,0,B2C (Regular),Überlegender Käufer
O00012990,U000384,2025-02-19 12:06:32.777012,processing,1042.63,February,Wednesday,2024-01,2025-02,13,B2C (Regular),Überlegender Käufer
O00012992,U000403,2024-08-03 20:33:29.722898,completed,19.09,August,Saturday,2024-08,2024-08,0,B2C (Regular),Gast_Bestellung
O00012993,U007863,2025-06-03 10:30:52.298799,shipped,224.01,June,Tuesday,2025-01,2025-06,5,B2C (Regular),Überlegender Käufer
O00012994,U003204,2025-05-03 03:02:24.961060,shipped,1090.83,May,Saturday,2024-08,2025-05,9,B2C (Regular),Überlegender Käufer
O00012999,U004177,2025-03-28 23:45:08.274623,shipped,236.37,March,Friday,2025-03,2025-03,0,B2C (Regular),Überlegender Käufer
O00013002,U007030,2024-03-24 06:18:41.667904,shipped,2009.56,March,Sunday,2024-03,2024-03,0,B2B (High Value),Überlegender Käufer
O00013003,U003700,2024-10-01 20:19:00.900784,completed,700.04,October,Tuesday,2024-10,2024-10,0,B2C (Regular),Überlegender Käufer
O00013004,U001385,2024-01-07 07:51:52.764591,completed,339.38,January,Sunday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00013005,U004059,2025-08-11 22:48:42.271580,shipped,321.92,August,Monday,2025-05,2025-08,3,B2C (Regular),Überlegender Käufer
O00013006,U005350,2025-10-28 21:55:18.674027,completed,52.14,October,Tuesday,2025-05,2025-10,5,B2C (Regular),Überlegender Käufer
O00013007,U006503,2025-06-07 07:18:41.128324,shipped,599.32,June,Saturday,2025-02,2025-06,4,B2C (Regular),Überlegender Käufer
O00013008,U006710,2025-08-14 21:11:52.774952,completed,25.99,August,Thursday,2025-07,2025-08,1,B2C (Regular),Überlegender Käufer
O00013009,U004375,2025-08-08 00:20:31.042212,shipped,33.29,August,Friday,2024-01,2025-08,19,B2C (Regular),Überlegender Käufer
O00013010,U008103,2024-06-29 23:43:21.393153,shipped,1286.75,June,Saturday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00013012,U000222,2024-03-01 00:44:14.155580,shipped,172.82,March,Friday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00013013,U000136,2024-02-22 04:55:27.000279,shipped,363.5,February,Thursday,2024-01,2024-02,1,B2C (Regular),Gast_Bestellung
O00013014,U008661,2024-10-06 01:36:20.789986,processing,119.92,October,Sunday,2024-07,2024-10,3,B2C (Regular),Gast_Bestellung
O00013015,U000220,2024-11-30 22:40:24.745741,processing,815.49,November,Saturday,2024-04,2024-11,7,B2C (Regular),Überlegender Käufer
O00013016,U004124,2025-04-23 14:03:39.524805,processing,21.91,April,Wednesday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00013018,U000031,2024-04-25 00:59:56.755420,completed,1104.67,April,Thursday,2024-01,2024-04,3,B2C (Regular),Überlegender Käufer
O00013020,U003263,2025-10-14 08:07:22.471607,completed,18.76,October,Tuesday,2024-09,2025-10,13,B2C (Regular),Überlegender Käufer
O00013021,U009729,2025-04-23 07:18:12.045182,processing,251.28,April,Wednesday,2025-04,2025-04,0,B2C (Regular),Gast_Bestellung
O00013022,U009487,2024-09-13 22:10:43.739737,completed,150.0,September,Friday,2024-09,2024-09,0,B2C (Regular),Gast_Bestellung
O00013023,U003508,2025-08-02 12:39:23.366577,completed,28.77,August,Saturday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00013024,U007855,2025-04-24 05:17:08.141628,completed,316.08,April,Thursday,2024-03,2025-04,13,B2C (Regular),Überlegender Käufer
O00013025,U009521,2025-04-13 06:27:16.068567,shipped,48.64,April,Sunday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00013027,U005032,2025-07-01 10:20:48.130978,processing,316.62,July,Tuesday,2025-07,2025-07,0,B2C (Regular),Überlegender Käufer
O00013028,U006706,2024-10-26 22:45:32.488092,completed,229.32,October,Saturday,2024-07,2024-10,3,B2C (Regular),Gast_Bestellung
O00013029,U004360,2024-01-20 21:46:13.514295,processing,31.04,January,Saturday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00013031,U002003,2024-07-06 20:58:43.623929,shipped,2337.85,July,Saturday,2024-07,2024-07,0,B2B (High Value),Überlegender Käufer
O00013032,U002533,2025-01-19 08:27:00.393269,processing,372.55,January,Sunday,2024-05,2025-01,8,B2C (Regular),Überlegender Käufer
O00013033,U004906,2024-12-05 22:02:42.216304,processing,4143.52,December,Thursday,2024-12,2024-12,0,B2B (High Value),Überlegender Käufer
O00013034,U006859,2024-04-28 01:35:04.085306,completed,631.36,April,Sunday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00013035,U009950,2025-05-07 01:45:14.020907,completed,367.05,May,Wednesday,2024-01,2025-05,16,B2C (Regular),Überlegender Käufer
O00013036,U000793,2024-03-14 04:40:52.278089,completed,1193.97,March,Thursday,2024-03,2024-03,0,B2C (Regular),Gast_Bestellung
O00013037,U007727,2025-06-27 07:04:39.376055,shipped,254.51,June,Friday,2025-06,2025-06,0,B2C (Regular),Überlegender Käufer
O00013038,U004961,2024-10-13 22:16:48.003854,completed,97.72,October,Sunday,2024-07,2024-10,3,B2C (Regular),Überlegender Käufer
O00013040,U002671,2024-06-18 11:24:08.475008,shipped,110.71,June,Tuesday,2024-05,2024-06,1,B2C (Regular),Gast_Bestellung
O00013042,U003781,2024-11-07 10:56:42.214801,shipped,259.15,November,Thursday,2024-01,2024-11,10,B2C (Regular),Überlegender Käufer
O00013043,U005872,2024-10-13 10:21:07.006914,shipped,612.07,October,Sunday,2024-03,2024-10,7,B2C (Regular),Überlegender Käufer
O00013045,U006517,2025-02-10 19:22:19.069895,processing,18.65,February,Monday,2024-05,2025-02,9,B2C (Regular),Überlegender Käufer
O00013047,U004162,2024-02-24 08:47:13.646773,shipped,180.71,February,Saturday,2024-02,2024-02,0,B2C (Regular),Überlegender Käufer
O00013049,U003790,2024-06-22 15:22:13.036285,shipped,951.84,June,Saturday,2024-06,2024-06,0,B2C (Regular),Gast_Bestellung
O00013050,U000169,2025-02-01 05:37:40.083832,processing,643.41,February,Saturday,2025-02,2025-02,0,B2C (Regular),Überlegender Käufer
O00013051,U008491,2024-04-28 12:11:53.112183,completed,282.05,April,Sunday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00013054,U001197,2025-04-25 03:20:17.593089,shipped,1463.26,April,Friday,2025-04,2025-04,0,B2C (Regular),Überlegender Käufer
O00013055,U007759,2025-05-01 06:37:54.320246,shipped,380.28,May,Thursday,2025-05,2025-05,0,B2C (Regular),Überlegender Käufer
O00013057,U008644,2025-05-20 11:10:18.023536,processing,1389.04,May,Tuesday,2024-12,2025-05,5,B2C (Regular),Überlegender Käufer
O00013059,U006117,2024-05-06 12:16:25.087225,shipped,597.82,May,Monday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00013060,U008163,2025-03-10 12:15:52.558990,processing,626.91,March,Monday,2024-01,2025-03,14,B2C (Regular),Überlegender Käufer
O00013061,U003277,2025-06-11 10:36:20.841677,completed,830.55,June,Wednesday,2024-11,2025-06,7,B2C (Regular),Überlegender Käufer
O00013062,U007110,2024-11-15 09:54:53.275372,completed,20.74,November,Friday,2024-03,2024-11,8,B2C (Regular),Gast_Bestellung
O00013063,U001811,2025-11-05 01:25:46.657939,processing,1413.34,November,Wednesday,2025-11,2025-11,0,B2C (Regular),Überlegender Käufer
O00013064,U003576,2025-09-12 00:00:36.382271,processing,1047.18,September,Friday,2024-01,2025-09,20,B2C (Regular),Überlegender Käufer
O00013065,U001530,2024-07-08 15:04:28.813451,processing,314.74,July,Monday,2024-07,2024-07,0,B2C (Regular),Gast_Bestellung
O00013066,U001490,2025-06-23 17:57:40.099114,processing,372.8,June,Monday,2025-06,2025-06,0,B2C (Regular),Überlegender Käufer
O00013068,U007567,2024-04-23 00:11:51.074173,shipped,419.31,April,Tuesday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00013069,U006270,2025-11-05 04:42:06.825734,processing,1247.67,November,Wednesday,2025-11,2025-11,0,B2C (Regular),Überlegender Käufer
O00013071,U000690,2024-05-21 02:55:55.535262,processing,182.42,May,Tuesday,2024-05,2024-05,0,B2C (Regular),Gast_Bestellung
O00013072,U005587,2024-01-07 15:51:12.873343,shipped,893.72,January,Sunday,2024-01,2024-01,0,B2C (Regular),Gast_Bestellung
O00013076,U000796,2024-04-23 16:47:10.206647,completed,236.66,April,Tuesday,2024-04,2024-04,0,B2C (Regular),Gast_Bestellung
O00013077,U008166,2024-02-06 09:24:44.334967,processing,225.2,February,Tuesday,2024-02,2024-02,0,B2C (Regular),Gast_Bestellung
O00013078,U006651,2025-08-08 22:19:26.663773,completed,626.45,August,Friday,2025-08,2025-08,0,B2C (Regular),Überlegender Käufer
O00013085,U009190,2024-10-03 04:47:50.055293,completed,1855.58,October,Thursday,2024-10,2024-10,0,B2B (High Value),Überlegender Käufer
